index,tag,name,B,H,W,C,P,Q,F,S,dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
287,unet,conv_2d_nhwc_hwcf_1x64x64x320x3x3x640_i8xi8xi32_stride1,1,64,64,320,3,3,640,1,i8,i32,88.0,1100.3153,171.5852,2614.9,0.0656,True
288,unet,conv_2d_nhwc_hwcf_1x64x64x640x3x3x640_i8xi8xi32_stride1,1,64,64,640,3,3,640,1,i8,i32,129.0,1780.6008,234.1007,2614.9,0.0895,True
289,unet,conv_2d_nhwc_hwcf_1x64x64x320x1x1x640_i8xi8xi32_stride1,1,64,64,320,1,1,640,1,i8,i32,59.0,139.7952,28.436,2614.9,0.0109,True
290,unet,conv_2d_nhwc_hwcf_1x32x32x640x3x3x640_i8xi8xi32_stride2,1,32,32,640,3,3,640,2,i8,i32,118.0,830.0366,63.9809,2614.9,0.0245,True
291,unet,conv_2d_nhwc_hwcf_1x32x32x640x3x3x1280_i8xi8xi32_stride1,1,32,32,640,3,3,1280,1,i8,i32,134.0,1130.5808,112.6828,2614.9,0.0431,True
292,unet,conv_2d_nhwc_hwcf_1x32x32x1280x3x3x1280_i8xi8xi32_stride1,1,32,32,1280,3,3,1280,1,i8,i32,217.0,1406.6873,139.1658,2614.9,0.0532,True
293,unet,conv_2d_nhwc_hwcf_1x32x32x640x1x1x1280_i8xi8xi32_stride1,1,32,32,640,1,1,1280,1,i8,i32,50.0,249.7561,33.5544,2614.9,0.0128,True
294,unet,conv_2d_nhwc_hwcf_1x32x32x2560x3x3x1280_i8xi8xi32_stride1,1,32,32,2560,3,3,1280,1,i8,i32,380.0,1602.3472,158.942,2614.9,0.0608,True
295,unet,conv_2d_nhwc_hwcf_1x32x32x2560x1x1x1280_i8xi8xi32_stride1,1,32,32,2560,1,1,1280,1,i8,i32,77.0,602.3529,87.1544,2614.9,0.0333,True
296,unet,conv_2d_nhwc_hwcf_1x32x32x1920x3x3x1280_i8xi8xi32_stride1,1,32,32,1920,3,3,1280,1,i8,i32,308.0,1531.3475,147.073,2614.9,0.0562,True
297,unet,conv_2d_nhwc_hwcf_1x32x32x1920x1x1x1280_i8xi8xi32_stride1,1,32,32,1920,1,1,1280,1,i8,i32,74.0,520.678,68.0157,2614.9,0.026,True
298,unet,conv_2d_nhwc_hwcf_1x64x64x1280x3x3x1280_i8xi8xi32_stride1,1,64,64,1280,3,3,1280,1,i8,i32,304.0,2925.3515,397.3551,2614.9,0.152,True
299,unet,conv_2d_nhwc_hwcf_1x64x64x1920x3x3x640_i8xi8xi32_stride1,1,64,64,1920,3,3,640,1,i8,i32,266.0,3029.1398,340.5901,2614.9,0.1302,True
300,unet,conv_2d_nhwc_hwcf_1x64x64x1920x1x1x640_i8xi8xi32_stride1,1,64,64,1920,1,1,640,1,i8,i32,79.0,514.1423,127.4219,2614.9,0.0487,True
301,unet,conv_2d_nhwc_hwcf_1x64x64x1280x3x3x640_i8xi8xi32_stride1,1,64,64,1280,3,3,640,1,i8,i32,189.0,2577.3389,319.566,2614.9,0.1222,True
302,unet,conv_2d_nhwc_hwcf_1x64x64x1280x1x1x640_i8xi8xi32_stride1,1,64,64,1280,1,1,640,1,i8,i32,73.0,405.5446,91.93,2614.9,0.0352,True
303,unet,conv_2d_nhwc_hwcf_1x64x64x960x3x3x640_i8xi8xi32_stride1,1,64,64,960,3,3,640,1,i8,i32,158.0,2242.8189,286.6993,2614.9,0.1096,True
304,unet,conv_2d_nhwc_hwcf_1x64x64x960x1x1x640_i8xi8xi32_stride1,1,64,64,960,1,1,640,1,i8,i32,70.0,334.8229,71.9024,2614.9,0.0275,True
305,unet,conv_2d_nhwc_hwcf_1x128x128x640x3x3x640_i8xi8xi32_stride1,1,128,128,640,3,3,640,1,i8,i32,211.0,2140.0481,572.4927,2614.9,0.2189,True
306,unet,conv_2d_nhwc_hwcf_1x128x128x960x3x3x320_i8xi8xi32_stride1,1,128,128,960,3,3,320,1,i8,i32,241.0,2267.1732,375.921,2614.9,0.1438,True
307,unet,conv_2d_nhwc_hwcf_1x128x128x960x1x1x320_i8xi8xi32_stride1,1,128,128,960,1,1,320,1,i8,i32,87.0,272.0089,115.7049,2614.9,0.0442,True
308,unet,conv_2d_nhwc_hwcf_1x128x128x640x3x3x320_i8xi8xi32_stride1,1,128,128,640,3,3,320,1,i8,i32,169.0,1795.9169,357.3845,2614.9,0.1367,True
309,unet,conv_2d_nhwc_hwcf_1x128x128x640x1x1x320_i8xi8xi32_stride1,1,128,128,640,1,1,320,1,i8,i32,65.0,211.9534,103.2444,2614.9,0.0395,True
310,unet,conv_2d_nhwc_hwcf_1x128x128x320x3x3x16_i8xi8xi32_stride1,1,128,128,320,3,3,16,1,i8,i32,72.0,232.205,20.9715,2614.9,0.008,True
311,unet,conv_2d_nhwc_hwcf_2x128x128x16x3x3x320_i8xi8xi32_stride1,2,128,128,16,3,3,320,1,i8,i32,57.0,71.0065,52.9807,2614.9,0.0203,True
312,unet,conv_2d_nhwc_hwcf_2x128x128x320x3x3x320_i8xi8xi32_stride1,2,128,128,320,3,3,320,1,i8,i32,173.0,1125.1352,349.1213,2614.9,0.1335,True
313,unet,conv_2d_nhwc_hwcf_2x64x64x320x3x3x320_i8xi8xi32_stride2,2,64,64,320,3,3,320,2,i8,i32,90.0,679.4425,167.7722,2614.9,0.0642,True
314,unet,conv_2d_nhwc_hwcf_2x64x64x320x3x3x640_i8xi8xi32_stride1,2,64,64,320,3,3,640,1,i8,i32,106.0,1179.53,284.8961,2614.9,0.109,True
315,unet,conv_2d_nhwc_hwcf_2x64x64x640x3x3x640_i8xi8xi32_stride1,2,64,64,640,3,3,640,1,i8,i32,153.0,1997.7104,394.758,2614.9,0.151,True
316,unet,conv_2d_nhwc_hwcf_2x64x64x320x1x1x640_i8xi8xi32_stride1,2,64,64,320,1,1,640,1,i8,i32,70.0,140.9983,47.9349,2614.9,0.0183,True
317,unet,conv_2d_nhwc_hwcf_2x32x32x640x3x3x640_i8xi8xi32_stride2,2,32,32,640,3,3,640,2,i8,i32,178.0,1040.9884,84.8286,2614.9,0.0324,True
318,unet,conv_2d_nhwc_hwcf_2x32x32x640x3x3x1280_i8xi8xi32_stride1,2,32,32,640,3,3,1280,1,i8,i32,204.0,1561.6203,148.0343,2614.9,0.0566,True
319,unet,conv_2d_nhwc_hwcf_2x32x32x1280x3x3x1280_i8xi8xi32_stride1,2,32,32,1280,3,3,1280,1,i8,i32,216.0,2142.4773,279.6203,2614.9,0.1069,True
320,unet,conv_2d_nhwc_hwcf_2x32x32x640x1x1x1280_i8xi8xi32_stride1,2,32,32,640,1,1,1280,1,i8,i32,60.0,265.974,55.9241,2614.9,0.0214,True
321,unet,conv_2d_nhwc_hwcf_2x32x32x2560x3x3x1280_i8xi8xi32_stride1,2,32,32,2560,3,3,1280,1,i8,i32,393.0,2631.9679,307.3688,2614.9,0.1175,True
322,unet,conv_2d_nhwc_hwcf_2x32x32x2560x1x1x1280_i8xi8xi32_stride1,2,32,32,2560,1,1,1280,1,i8,i32,90.0,706.2069,149.1308,2614.9,0.057,True
323,unet,conv_2d_nhwc_hwcf_2x32x32x1920x3x3x1280_i8xi8xi32_stride1,2,32,32,1920,3,3,1280,1,i8,i32,298.0,2445.7111,304.0167,2614.9,0.1163,True
324,unet,conv_2d_nhwc_hwcf_2x32x32x1920x1x1x1280_i8xi8xi32_stride1,2,32,32,1920,1,1,1280,1,i8,i32,71.0,596.5049,141.7793,2614.9,0.0542,True
325,unet,conv_2d_nhwc_hwcf_2x64x64x1280x3x3x1280_i8xi8xi32_stride1,2,64,64,1280,3,3,1280,1,i8,i32,450.0,3561.2015,536.8709,2614.9,0.2053,True
326,unet,conv_2d_nhwc_hwcf_2x64x64x1920x3x3x640_i8xi8xi32_stride1,2,64,64,1920,3,3,640,1,i8,i32,357.0,3716.2071,507.546,2614.9,0.1941,True
327,unet,conv_2d_nhwc_hwcf_2x64x64x1920x1x1x640_i8xi8xi32_stride1,2,64,64,1920,1,1,640,1,i8,i32,103.0,530.7991,195.4627,2614.9,0.0747,True
328,unet,conv_2d_nhwc_hwcf_2x64x64x1280x3x3x640_i8xi8xi32_stride1,2,64,64,1280,3,3,640,1,i8,i32,255.0,3058.4599,473.7096,2614.9,0.1812,True
329,unet,conv_2d_nhwc_hwcf_2x64x64x1280x1x1x640_i8xi8xi32_stride1,2,64,64,1280,1,1,640,1,i8,i32,84.0,415.8376,159.783,2614.9,0.0611,True
330,unet,conv_2d_nhwc_hwcf_2x64x64x960x3x3x640_i8xi8xi32_stride1,2,64,64,960,3,3,640,1,i8,i32,211.0,2598.5344,429.3695,2614.9,0.1642,True
331,unet,conv_2d_nhwc_hwcf_2x64x64x960x1x1x640_i8xi8xi32_stride1,2,64,64,960,1,1,640,1,i8,i32,70.0,341.8081,143.8047,2614.9,0.055,True
332,unet,conv_2d_nhwc_hwcf_2x128x128x640x3x3x640_i8xi8xi32_stride1,2,128,128,640,3,3,640,1,i8,i32,319.0,2212.2894,757.3414,2614.9,0.2896,True
333,unet,conv_2d_nhwc_hwcf_2x128x128x960x3x3x320_i8xi8xi32_stride1,2,128,128,960,3,3,320,1,i8,i32,483.0,2348.415,375.1427,2614.9,0.1435,True
334,unet,conv_2d_nhwc_hwcf_2x128x128x960x1x1x320_i8xi8xi32_stride1,2,128,128,960,1,1,320,1,i8,i32,93.0,273.1425,216.4802,2614.9,0.0828,True
335,unet,conv_2d_nhwc_hwcf_2x128x128x640x3x3x320_i8xi8xi32_stride1,2,128,128,640,3,3,320,1,i8,i32,311.0,1846.518,388.4114,2614.9,0.1485,True
336,unet,conv_2d_nhwc_hwcf_2x128x128x640x1x1x320_i8xi8xi32_stride1,2,128,128,640,1,1,320,1,i8,i32,77.0,212.6411,174.3087,2614.9,0.0667,True
337,unet,conv_2d_nhwc_hwcf_2x128x128x320x3x3x16_i8xi8xi32_stride1,2,128,128,320,3,3,16,1,i8,i32,90.0,233.0307,33.5544,2614.9,0.0128,True
338,unet,conv_2d_nhwc_hwcf_4x128x128x16x3x3x320_i8xi8xi32_stride1,4,128,128,16,3,3,320,1,i8,i32,80.0,71.0449,75.4975,2614.9,0.0289,True
339,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x320_i8xi8xi32_stride1,4,128,128,320,3,3,320,1,i8,i32,275.0,1134.8771,439.258,2614.9,0.168,True
340,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x320_i8xi8xi32_stride2,4,64,64,320,3,3,320,2,i8,i32,124.0,693.829,243.5402,2614.9,0.0931,True
341,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x640_i8xi8xi32_stride1,4,64,64,320,3,3,640,1,i8,i32,131.0,1223.5743,461.0533,2614.9,0.1763,True
342,unet,conv_2d_nhwc_hwcf_4x64x64x640x3x3x640_i8xi8xi32_stride1,4,64,64,640,3,3,640,1,i8,i32,208.0,2127.4085,580.7498,2614.9,0.2221,True
343,unet,conv_2d_nhwc_hwcf_4x64x64x320x1x1x640_i8xi8xi32_stride1,4,64,64,320,1,1,640,1,i8,i32,74.0,141.6076,90.6877,2614.9,0.0347,True
344,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x640_i8xi8xi32_stride2,4,32,32,640,3,3,640,2,i8,i32,126.0,1192.5273,239.6745,2614.9,0.0917,True
345,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x1280_i8xi8xi32_stride1,4,32,32,640,3,3,1280,1,i8,i32,175.0,1929.421,345.1313,2614.9,0.132,True
346,unet,conv_2d_nhwc_hwcf_4x32x32x1280x3x3x1280_i8xi8xi32_stride1,4,32,32,1280,3,3,1280,1,i8,i32,304.0,2901.2494,397.3551,2614.9,0.152,True
347,unet,conv_2d_nhwc_hwcf_4x32x32x640x1x1x1280_i8xi8xi32_stride1,4,32,32,640,1,1,1280,1,i8,i32,72.0,274.8993,93.2068,2614.9,0.0356,True
348,unet,conv_2d_nhwc_hwcf_4x32x32x2560x3x3x1280_i8xi8xi32_stride1,4,32,32,2560,3,3,1280,1,i8,i32,560.0,3877.8698,431.4141,2614.9,0.165,True
349,unet,conv_2d_nhwc_hwcf_4x32x32x2560x1x1x1280_i8xi8xi32_stride1,4,32,32,2560,1,1,1280,1,i8,i32,125.0,772.8302,214.7484,2614.9,0.0821,True
350,unet,conv_2d_nhwc_hwcf_4x32x32x1920x3x3x1280_i8xi8xi32_stride1,4,32,32,1920,3,3,1280,1,i8,i32,437.0,3486.6443,414.6314,2614.9,0.1586,True
351,unet,conv_2d_nhwc_hwcf_4x32x32x1920x1x1x1280_i8xi8xi32_stride1,4,32,32,1920,1,1,1280,1,i8,i32,104.0,643.3508,193.5833,2614.9,0.074,True
352,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x1280_i8xi8xi32_stride1,4,64,64,1280,3,3,1280,1,i8,i32,709.0,3995.4208,681.5005,2614.9,0.2606,True
353,unet,conv_2d_nhwc_hwcf_4x64x64x1920x3x3x640_i8xi8xi32_stride1,4,64,64,1920,3,3,640,1,i8,i32,532.0,4191.5717,681.1802,2614.9,0.2605,True
354,unet,conv_2d_nhwc_hwcf_4x64x64x1920x1x1x640_i8xi8xi32_stride1,4,64,64,1920,1,1,640,1,i8,i32,136.0,539.539,296.0685,2614.9,0.1132,True
355,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x640_i8xi8xi32_stride1,4,64,64,1280,3,3,640,1,i8,i32,365.0,3373.3143,661.8956,2614.9,0.2531,True
356,unet,conv_2d_nhwc_hwcf_4x64x64x1280x1x1x640_i8xi8xi32_stride1,4,64,64,1280,1,1,640,1,i8,i32,110.0,421.1825,244.0322,2614.9,0.0933,True
357,unet,conv_2d_nhwc_hwcf_4x64x64x960x3x3x640_i8xi8xi32_stride1,4,64,64,960,3,3,640,1,i8,i32,286.0,2822.3495,633.5452,2614.9,0.2423,True
358,unet,conv_2d_nhwc_hwcf_4x64x64x960x1x1x640_i8xi8xi32_stride1,4,64,64,960,1,1,640,1,i8,i32,89.0,345.4111,226.2097,2614.9,0.0865,True
359,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x640_i8xi8xi32_stride1,4,128,128,640,3,3,640,1,i8,i32,534.0,2250.2704,904.8386,2614.9,0.346,True
360,unet,conv_2d_nhwc_hwcf_4x128x128x960x3x3x320_i8xi8xi32_stride1,4,128,128,960,3,3,320,1,i8,i32,802.0,2391.2592,451.8552,2614.9,0.1728,True
361,unet,conv_2d_nhwc_hwcf_4x128x128x960x1x1x320_i8xi8xi32_stride1,4,128,128,960,1,1,320,1,i8,i32,138.0,273.7129,291.7777,2614.9,0.1116,True
362,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x320_i8xi8xi32_stride1,4,128,128,640,3,3,320,1,i8,i32,546.0,1872.9031,442.476,2614.9,0.1692,True
363,unet,conv_2d_nhwc_hwcf_4x128x128x640x1x1x320_i8xi8xi32_stride1,4,128,128,640,1,1,320,1,i8,i32,109.0,212.9867,246.2711,2614.9,0.0942,True
364,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x16_i8xi8xi32_stride1,4,128,128,320,3,3,16,1,i8,i32,93.0,233.4457,64.9441,2614.9,0.0248,True
365,unet,conv_2d_nhwc_hwcf_8x128x128x16x3x3x320_i8xi8xi32_stride1,8,128,128,16,3,3,320,1,i8,i32,91.0,71.0642,132.7428,2614.9,0.0508,True
366,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x320_i8xi8xi32_stride1,8,128,128,320,3,3,320,1,i8,i32,476.0,1139.8116,507.546,2614.9,0.1941,True
367,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x320_i8xi8xi32_stride2,8,64,64,320,3,3,320,2,i8,i32,183.0,701.2531,330.0436,2614.9,0.1262,True
368,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x640_i8xi8xi32_stride1,8,64,64,320,3,3,640,1,i8,i32,192.0,1246.8534,629.1456,2614.9,0.2406,True
369,unet,conv_2d_nhwc_hwcf_8x64x64x640x3x3x640_i8xi8xi32_stride1,8,64,64,640,3,3,640,1,i8,i32,321.0,2198.7847,752.6228,2614.9,0.2878,True
370,unet,conv_2d_nhwc_hwcf_8x64x64x320x1x1x640_i8xi8xi32_stride1,8,64,64,320,1,1,640,1,i8,i32,76.0,141.9142,176.6023,2614.9,0.0675,True
371,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x640_i8xi8xi32_stride2,8,32,32,640,3,3,640,2,i8,i32,152.0,1286.1404,397.3551,2614.9,0.152,True
372,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x1280_i8xi8xi32_stride1,8,32,32,640,3,3,1280,1,i8,i32,247.0,2186.9633,489.0525,2614.9,0.187,True
373,unet,conv_2d_nhwc_hwcf_8x32x32x1280x3x3x1280_i8xi8xi32_stride1,8,32,32,1280,3,3,1280,1,i8,i32,446.0,3525.5469,541.6859,2614.9,0.2072,True
374,unet,conv_2d_nhwc_hwcf_8x32x32x640x1x1x1280_i8xi8xi32_stride1,8,32,32,640,1,1,1280,1,i8,i32,81.0,279.5904,165.7009,2614.9,0.0634,True
375,unet,conv_2d_nhwc_hwcf_8x32x32x2560x3x3x1280_i8xi8xi32_stride1,8,32,32,2560,3,3,1280,1,i8,i32,940.0,5080.3101,514.0253,2614.9,0.1966,True
376,unet,conv_2d_nhwc_hwcf_8x32x32x2560x1x1x1280_i8xi8xi32_stride1,8,32,32,2560,1,1,1280,1,i8,i32,164.0,811.0891,327.3603,2614.9,0.1252,True
377,unet,conv_2d_nhwc_hwcf_8x32x32x1920x3x3x1280_i8xi8xi32_stride1,8,32,32,1920,3,3,1280,1,i8,i32,644.0,4429.2165,562.7141,2614.9,0.2152,True
378,unet,conv_2d_nhwc_hwcf_8x32x32x1920x1x1x1280_i8xi8xi32_stride1,8,32,32,1920,1,1,1280,1,i8,i32,137.0,669.6458,293.9074,2614.9,0.1124,True
379,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x1280_i8xi8xi32_stride1,8,64,64,1280,3,3,1280,1,i8,i32,1270.0,4254.817,760.9194,2614.9,0.291,True
380,unet,conv_2d_nhwc_hwcf_8x64x64x1920x3x3x640_i8xi8xi32_stride1,8,64,64,1920,3,3,640,1,i8,i32,849.0,4477.9755,853.6817,2614.9,0.3265,True
381,unet,conv_2d_nhwc_hwcf_8x64x64x1920x1x1x640_i8xi8xi32_stride1,8,64,64,1920,1,1,640,1,i8,i32,190.0,544.0177,423.8455,2614.9,0.1621,True
382,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x640_i8xi8xi32_stride1,8,64,64,1280,3,3,640,1,i8,i32,585.0,3556.3702,825.9552,2614.9,0.3159,True
383,unet,conv_2d_nhwc_hwcf_8x64x64x1280x1x1x640_i8xi8xi32_stride1,8,64,64,1280,1,1,640,1,i8,i32,155.0,423.9069,346.3683,2614.9,0.1325,True
384,unet,conv_2d_nhwc_hwcf_8x64x64x960x3x3x640_i8xi8xi32_stride1,8,64,64,960,3,3,640,1,i8,i32,448.0,2949.3658,808.9015,2614.9,0.3093,True
385,unet,conv_2d_nhwc_hwcf_8x64x64x960x1x1x640_i8xi8xi32_stride1,8,64,64,960,1,1,640,1,i8,i32,129.0,347.2413,312.1343,2614.9,0.1194,True
386,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x640_i8xi8xi32_stride1,8,128,128,640,3,3,640,1,i8,i32,998.0,2269.7542,968.3043,2614.9,0.3703,True
387,unet,conv_2d_nhwc_hwcf_8x128x128x960x3x3x320_i8xi8xi32_stride1,8,128,128,960,3,3,320,1,i8,i32,1500.0,2413.2729,483.1838,2614.9,0.1848,True
388,unet,conv_2d_nhwc_hwcf_8x128x128x960x1x1x320_i8xi8xi32_stride1,8,128,128,960,1,1,320,1,i8,i32,210.0,273.999,383.4792,2614.9,0.1467,True
389,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x320_i8xi8xi32_stride1,8,128,128,640,3,3,320,1,i8,i32,970.0,1886.3804,498.1277,2614.9,0.1905,True
390,unet,conv_2d_nhwc_hwcf_8x128x128x640x1x1x320_i8xi8xi32_stride1,8,128,128,640,1,1,320,1,i8,i32,149.0,213.1599,360.316,2614.9,0.1378,True
391,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x16_i8xi8xi32_stride1,8,128,128,320,3,3,16,1,i8,i32,114.0,233.6538,105.9614,2614.9,0.0405,True
392,unet,conv_2d_nchw_fchw_1x128x128x16x3x3x320_f16xf16xf32_stride1,1,128,128,16,3,3,320,1,f16,f32,57.0,69.8906,26.4903,1307.4,0.0203,True
393,unet,conv_2d_nchw_fchw_1x128x128x320x3x3x320_f16xf16xf32_stride1,1,128,128,320,3,3,320,1,f16,f32,313.0,897.9584,96.4824,1307.4,0.0738,True
394,unet,conv_2d_nchw_fchw_1x64x64x320x3x3x320_f16xf16xf32_stride2,1,64,64,320,3,3,320,2,f16,f32,215.0,421.7246,35.1151,1307.4,0.0269,True
395,unet,conv_2d_nchw_fchw_1x64x64x320x3x3x640_f16xf16xf32_stride1,1,64,64,320,3,3,640,1,f16,f32,167.0,890.3004,90.4161,1307.4,0.0692,True
396,unet,conv_2d_nchw_fchw_1x64x64x640x3x3x640_f16xf16xf32_stride1,1,64,64,640,3,3,640,1,f16,f32,302.0,1288.6694,99.9967,1307.4,0.0765,True
397,unet,conv_2d_nchw_fchw_1x64x64x320x1x1x640_f16xf16xf32_stride1,1,64,64,320,1,1,640,1,f16,f32,56.0,124.1212,29.9593,1307.4,0.0229,True
398,unet,conv_2d_nchw_fchw_1x32x32x640x3x3x640_f16xf16xf32_stride2,1,32,32,640,3,3,640,2,f16,f32,312.0,484.8931,24.1979,1307.4,0.0185,True
399,unet,conv_2d_nchw_fchw_1x32x32x640x3x3x1280_f16xf16xf32_stride1,1,32,32,640,3,3,1280,1,f16,f32,270.0,703.3437,55.9241,1307.4,0.0428,True
400,unet,conv_2d_nchw_fchw_1x32x32x1280x3x3x1280_f16xf16xf32_stride1,1,32,32,1280,3,3,1280,1,f16,f32,550.0,801.1736,54.9073,1307.4,0.042,True
401,unet,conv_2d_nchw_fchw_1x32x32x640x1x1x1280_f16xf16xf32_stride1,1,32,32,640,1,1,1280,1,f16,f32,58.0,204.8,28.9262,1307.4,0.0221,True
402,unet,conv_2d_nchw_fchw_1x32x32x2560x3x3x1280_f16xf16xf32_stride1,1,32,32,2560,3,3,1280,1,f16,f32,1070.0,861.0569,56.4467,1307.4,0.0432,True
403,unet,conv_2d_nchw_fchw_1x32x32x2560x1x1x1280_f16xf16xf32_stride1,1,32,32,2560,1,1,1280,1,f16,f32,107.0,393.8462,62.7186,1307.4,0.048,True
404,unet,conv_2d_nchw_fchw_1x32x32x1920x3x3x1280_f16xf16xf32_stride1,1,32,32,1920,3,3,1280,1,f16,f32,734.0,840.1253,61.7146,1307.4,0.0472,True
405,unet,conv_2d_nchw_fchw_1x32x32x1920x1x1x1280_f16xf16xf32_stride1,1,32,32,1920,1,1,1280,1,f16,f32,131.0,357.2093,38.4211,1307.4,0.0294,True
406,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x1280_f16xf16xf32_stride1,1,64,64,1280,3,3,1280,1,f16,f32,623.0,1960.5252,193.894,1307.4,0.1483,True
407,unet,conv_2d_nchw_fchw_1x64x64x1920x3x3x640_f16xf16xf32_stride1,1,64,64,1920,3,3,640,1,f16,f32,751.0,1836.5044,120.6351,1307.4,0.0923,True
408,unet,conv_2d_nchw_fchw_1x64x64x1920x1x1x640_f16xf16xf32_stride1,1,64,64,1920,1,1,640,1,f16,f32,92.0,351.0857,109.4166,1307.4,0.0837,True
409,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x640_f16xf16xf32_stride1,1,64,64,1280,3,3,640,1,f16,f32,548.0,1660.0732,110.2153,1307.4,0.0843,True
410,unet,conv_2d_nchw_fchw_1x64x64x1280x1x1x640_f16xf16xf32_stride1,1,64,64,1280,1,1,640,1,f16,f32,76.0,296.8116,88.3011,1307.4,0.0675,True
411,unet,conv_2d_nchw_fchw_1x64x64x960x3x3x640_f16xf16xf32_stride1,1,64,64,960,3,3,640,1,f16,f32,449.0,1514.5699,100.8875,1307.4,0.0772,True
412,unet,conv_2d_nchw_fchw_1x64x64x960x1x1x640_f16xf16xf32_stride1,1,64,64,960,1,1,640,1,f16,f32,122.0,257.0711,41.2554,1307.4,0.0316,True
413,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x640_f16xf16xf32_stride1,1,128,128,640,3,3,640,1,f16,f32,679.0,1702.6023,177.9027,1307.4,0.1361,True
414,unet,conv_2d_nchw_fchw_1x128x128x960x3x3x320_f16xf16xf32_stride1,1,128,128,960,3,3,320,1,f16,f32,1130.0,1536.8672,80.1743,1307.4,0.0613,True
415,unet,conv_2d_nchw_fchw_1x128x128x960x1x1x320_f16xf16xf32_stride1,1,128,128,960,1,1,320,1,f16,f32,74.0,189.7761,136.0315,1307.4,0.104,True
416,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x320_f16xf16xf32_stride1,1,128,128,640,3,3,320,1,f16,f32,857.0,1304.776,70.4761,1307.4,0.0539,True
417,unet,conv_2d_nchw_fchw_1x128x128x640x1x1x320_f16xf16xf32_stride1,1,128,128,640,1,1,320,1,f16,f32,81.0,158.4526,82.8504,1307.4,0.0634,True
418,unet,conv_2d_nchw_fchw_1x128x128x320x3x3x16_f16xf16xf32_stride1,1,128,128,320,3,3,16,1,f16,f32,232.0,126.2844,6.5084,1307.4,0.005,True
419,unet,conv_2d_nchw_fchw_2x128x128x16x3x3x320_f16xf16xf32_stride1,2,128,128,16,3,3,320,1,f16,f32,64.0,70.04,47.1859,1307.4,0.0361,True
420,unet,conv_2d_nchw_fchw_2x128x128x320x3x3x320_f16xf16xf32_stride1,2,128,128,320,3,3,320,1,f16,f32,515.0,923.259,117.2776,1307.4,0.0897,True
421,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x320_f16xf16xf32_stride2,2,64,64,320,3,3,320,2,f16,f32,218.0,444.6133,69.2637,1307.4,0.053,True
422,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x640_f16xf16xf32_stride1,2,64,64,320,3,3,640,1,f16,f32,178.0,998.8552,169.6572,1307.4,0.1298,True
423,unet,conv_2d_nchw_fchw_2x64x64x640x3x3x640_f16xf16xf32_stride1,2,64,64,640,3,3,640,1,f16,f32,316.0,1529.23,191.1328,1307.4,0.1462,True
424,unet,conv_2d_nchw_fchw_2x64x64x320x1x1x640_f16xf16xf32_stride1,2,64,64,320,1,1,640,1,f16,f32,67.0,126.0308,50.0812,1307.4,0.0383,True
425,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x640_f16xf16xf32_stride2,2,32,32,640,3,3,640,2,f16,f32,290.0,635.3124,52.0672,1307.4,0.0398,True
426,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x1280_f16xf16xf32_stride1,2,32,32,640,3,3,1280,1,f16,f32,297.0,1071.2386,101.6801,1307.4,0.0778,True
427,unet,conv_2d_nchw_fchw_2x32x32x1280x3x3x1280_f16xf16xf32_stride1,2,32,32,1280,3,3,1280,1,f16,f32,585.0,1315.9839,103.2444,1307.4,0.079,True
428,unet,conv_2d_nchw_fchw_2x32x32x640x1x1x1280_f16xf16xf32_stride1,2,32,32,640,1,1,1280,1,f16,f32,73.0,227.5556,45.965,1307.4,0.0352,True
429,unet,conv_2d_nchw_fchw_2x32x32x2560x3x3x1280_f16xf16xf32_stride1,2,32,32,2560,3,3,1280,1,f16,f32,1060.0,1485.7028,113.9584,1307.4,0.0872,True
